Investigator,Maddy,Time (s),Electrode,Amplitude (mV)
,,00004.101040,D3_21,0.034
,,00004.101920,C3_24,0.067
,,00004.103280,D3_21,0.141
,,00004.104240,D3_23,0.014
,,00004.104400,C3_24,0.019
,,00004.105760,D3_21,0.034
,,00004.106640,C3_24,0.027
,,00004.106640,D3_31,0.018
,,00004.108160,D3_21,0.022
,,00004.108640,D3_33,0.019
,,00004.109600,C3_24,0.025
,,00004.110720,D3_34,0.021
,,00004.111840,D3_32,0.021
,,00004.112400,D3_21,0.028
,,00004.112400,D3_42,0.017
,,00004.112720,D3_23,0.016
,,00004.113440,D3_34,0.021
,,00004.113760,D1_21,0.014
,,00004.114560,D3_33,0.02
,,00004.114720,B1_32,0.034
,,00004.115120,D3_21,0.027
,,00004.116240,D3_32,0.019
,,00004.116640,D3_23,0.024
,,00004.117680,D3_21,0.143
,,00004.117680,D3_34,0.019
,,00004.117760,B6_33,0.04
,,00004.118560,D3_33,0.019
,,00004.119920,D3_21,0.08
,,00004.120480,B6_34,0.269
,,00004.120960,D3_34,0.016
,,00004.121200,D3_32,0.017
,,00004.121600,D3_44,0.015
,,00004.122240,D3_33,0.016
,,00004.122320,D3_21,0.027
,,00004.123360,B6_33,0.032
,,00004.123920,B6_34,0.1
,,00004.124480,D3_33,0.023
,,00004.124880,D3_21,0.048
,,00004.124880,D3_34,0.017
,,00004.125200,D3_23,0.025
,,00004.126560,B6_34,0.03
,,00004.126720,D3_33,0.02
,,00004.127280,D3_34,0.023
,,00004.127520,D3_21,0.037
,,00004.128000,D3_23,0.018
,,00004.128400,B6_33,0.018
,,00004.128880,B6_34,0.012
,,00004.130320,D3_21,0.108
,,00004.132000,D3_33,0.022
,,00004.132960,C3_24,0.015
,,00004.134480,D3_33,0.016
,,00004.134560,D3_21,0.038
,,00004.136320,D3_34,0.022
,,00004.137040,D3_21,0.06
,,00004.137200,D3_33,0.021
,,00004.137840,D3_32,0.021
,,00004.139840,D3_33,0.019
,,00004.140160,D3_21,0.045
,,00004.141120,D3_34,0.019
,,00004.141440,D3_32,0.026
,,00004.143680,D3_21,0.022
,,00004.143680,D3_33,0.019
,,00004.144080,D3_32,0.041
,,00004.146160,D3_23,0.012
,,00004.146400,D3_21,0.089
,,00004.146480,D3_32,0.035
,,00004.146640,D3_33,0.015
,,00004.148880,D3_21,0.074
,,00004.150320,D3_31,0.018
,,00004.150480,D3_23,0.016
,,00004.151280,D3_21,0.072
,,00004.154000,D3_21,0.08
,,00004.155360,D3_33,0.019
,,00004.157120,D3_21,0.022
,,00004.158000,D3_33,0.016
,,00004.159440,D3_32,0.019
,,00004.159520,D3_21,0.032
,,00004.160400,D3_42,0.015
,,00004.161360,D3_33,0.021
,,00004.163200,D3_21,0.013
,,00004.163360,D3_32,0.034
,,00004.163440,C3_24,0.017
,,00004.164480,D3_33,0.023
,,00004.165760,D3_32,0.017
,,00004.165840,D3_42,0.013
,,00004.168240,D3_32,0.036
,,00004.168240,D3_33,0.047
,,00004.169680,D3_21,0.027
,,00004.172560,C3_24,0.014
,,00004.172720,D3_34,0.018
,,00004.172880,D3_21,0.089
,,00004.172880,D3_23,0.018
,,00004.176640,D3_21,0.012
,,00004.185360,B3_14,0.012
,,00004.197920,C3_24,0.017
,,00004.211120,B6_43,0.024
,,00004.214400,C3_24,0.014
,,00004.215920,B6_33,0.033
,,00004.216480,D1_31,0.032
,,00004.220080,D1_21,0.015
,,00004.226240,B6_33,0.017
,,00004.228320,D1_21,0.34
,,00004.228960,D1_31,0.048
,,00004.231120,D1_21,0.029
,,00004.231360,D1_31,0.016
,,00004.232080,D1_22,0.02
,,00004.232640,D1_24,0.02
,,00004.235840,D1_21,0.012
,,00004.248160,C3_24,0.02
,,00004.256000,C3_24,0.029
,,00004.273440,B4_43,0.025
,,00004.275680,B4_43,0.026
,,00004.276080,B4_34,0.012
,,00004.276480,B4_21,0.012
,,00004.278000,B4_43,0.014
,,00004.282080,B4_43,0.017
,,00004.304320,B6_14,0.029
,,00004.305280,C3_24,0.02
,,00004.308560,B6_14,0.033
,,00004.312960,C3_24,0.016
,,00004.352400,B5_41,0.01
,,00004.378240,B1_33,0.018
,,00004.394400,B6_43,0.025
,,00004.398480,B6_33,0.033
,,00004.401600,B1_33,0.021
,,00004.402480,B6_33,0.107
,,00004.411440,B6_33,0.018
,,00004.414880,B1_33,0.024
,,00004.427040,C2_11,0.128
,,00004.428000,B1_33,0.025
,,00004.428000,B6_14,0.376
,,00004.430320,B6_14,0.088
,,00004.432720,B6_14,0.036
,,00004.440080,B5_13,0.024
,,00004.442880,B6_44,0.024
,,00004.445040,B1_33,0.017
,,00004.467280,B1_33,0.025
,,00004.521600,B6_44,0.031
,,00004.524720,C2_14,0.031
,,00004.533280,C2_34,0.045
,,00004.558320,B6_14,0.034
,,00004.562240,B6_14,0.028
,,00004.569520,A2_21,0.018
,,00004.572320,A2_11,0.027
,,00004.573600,A2_21,0.018
,,00004.574560,A2_13,0.024
,,00004.575920,A2_21,0.042
,,00004.577280,A2_32,0.02
,,00004.577600,A2_33,0.02
,,00004.578000,A2_11,0.051
,,00004.578240,A2_21,0.03
,,00004.578480,A2_42,0.016
,,00004.578960,D1_33,0.013
,,00004.580480,A2_11,0.038
,,00004.581200,A2_12,0.009
,,00004.581200,A2_21,0.035
,,00004.581920,A2_33,0.014
,,00004.583920,A2_34,0.015
,,00004.674960,B6_33,0.035
,,00004.677680,B6_34,0.189
,,00004.678880,B6_33,0.015
,,00004.680800,B6_34,0.355
,,00004.683280,B6_34,0.027
,,00004.699840,B6_33,0.036
,,00004.703120,B6_33,0.019
,,00004.710000,B6_14,0.033
,,00004.752080,B6_14,0.102
,,00004.754400,B6_14,0.009
,,00004.787440,B6_14,0.07
,,00004.791600,B6_14,0.011
,,00004.811120,B6_34,0.166
,,00004.834880,C2_11,0.128
,,00004.862480,B6_43,0.023
,,00004.869360,B6_33,0.115
,,00004.870080,B6_44,0.036
,,00004.873680,B6_33,0.023
,,00004.906400,B6_14,0.032
,,00004.963920,B6_14,0.029
,,00004.978320,B6_44,0.023
,,00005.018880,B6_44,0.078
,,00005.022800,B6_44,0.025
,,00005.129840,B6_14,0.385
,,00005.133680,B6_14,0.042
,,00005.143040,B6_33,0.039
,,00005.145680,B6_34,0.258
,,00005.148400,B6_33,0.014
,,00005.151360,B6_34,0.023
,,00005.151760,B6_23,0.083
,,00005.157120,B6_33,0.086
,,00005.159840,B6_33,0.024
,,00005.160400,B6_34,0.145
,,00005.163200,B6_34,0.016
,,00005.163280,B6_33,0.024
,,00005.165360,B6_44,0.018
,,00005.166240,B6_34,0.208
,,00005.166400,B6_14,0.036
,,00005.171200,B6_34,0.346
,,00005.173600,B6_34,0.025
,,00005.185760,B6_33,0.033
,,00005.187120,B6_14,0.016
,,00005.221280,C2_11,0.128
,,00005.223520,C2_11,0.007
,,00005.234160,B6_14,0.031
,,00005.246000,B6_14,0.032
,,00005.258240,B6_14,0.368
,,00005.261120,B6_14,0.053
,,00005.264640,B6_14,0.013
,,00005.304240,B4_43,0.027
,,00005.307040,B4_43,0.026
,,00005.307200,C1_23,0.042
,,00005.311920,C1_33,0.025
,,00005.315440,B6_43,0.024
,,00005.315600,C1_23,0.034
,,00005.320720,B6_33,0.033
,,00005.323040,B6_33,0.113
,,00005.324800,C1_23,0.038
,,00005.331440,C1_33,0.023
,,00005.332800,C4_11,0.026
,,00005.335040,D1_33,0.015
,,00005.335840,C4_11,0.063
,,00005.338720,C4_11,0.015
,,00005.383920,C4_11,0.016
,,00005.389520,C4_11,0.039
,,00005.392480,C4_11,0.023
,,00005.394160,A2_13,0.017
,,00005.395600,A2_12,0.012
,,00005.396320,C4_13,0.013
,,00005.396560,C4_11,0.019
,,00005.397040,A2_11,0.036
,,00005.398800,C4_11,0.248
,,00005.402320,C4_11,0.182
,,00005.405440,C4_11,0.064
,,00005.407680,C4_11,0.082
,,00005.408640,C4_21,0.016
,,00005.408800,C4_12,0.034
,,00005.412560,C4_11,0.12
,,00005.414960,C4_11,0.083
,,00005.417840,C4_11,0.03
,,00005.420800,C4_21,0.019
,,00005.421040,C4_11,0.075
,,00005.423600,C4_11,0.05
,,00005.423920,C4_21,0.027
,,00005.426480,C4_21,0.017
,,00005.426880,C4_31,0.028
,,00005.427440,C4_11,0.021
,,00005.428800,C4_21,0.068
,,00005.429520,C4_31,0.017
,,00005.430000,C4_11,0.026
,,00005.431440,C4_21,0.027
,,00005.431680,B6_14,0.041
,,00005.432480,C4_11,0.014
,,00005.432880,C4_42,0.016
,,00005.433840,C4_31,0.021
,,00005.435200,C4_11,0.021
,,00005.437120,C4_31,0.017
,,00005.437280,C4_21,0.019
,,00005.440800,C4_11,0.02
,,00005.441040,C4_21,0.015
,,00005.446480,C4_21,0.017
,,00005.451200,C4_21,0.017
,,00005.451760,C4_11,0.019
,,00005.454480,C4_31,0.012
,,00005.455840,C4_21,0.024
,,00005.459920,C4_21,0.034
,,00005.462160,C4_21,0.069
,,00005.464000,C4_11,0.01
,,00005.464800,C4_21,0.036
,,00005.468320,C4_11,0.015
,,00005.470160,C4_21,0.016
,,00005.487200,B6_43,0.022
,,00005.492720,B6_33,0.031
,,00005.504160,B6_33,0.016
,,00005.508480,C4_21,0.01
,,00005.531680,C4_21,0.018
,,00005.535040,C4_21,0.021
,,00005.537920,C4_21,0.023
,,00005.538240,C4_31,0.016
,,00005.541360,C4_31,0.024
,,00005.543040,C4_21,0.029
,,00005.545280,C4_21,0.022
,,00005.546480,C4_31,0.015
,,00005.547520,C4_21,0.054
,,00005.549840,C4_21,0.019
,,00005.553120,C4_21,0.014
,,00005.553600,B6_44,0.024
,,00005.555680,C4_21,0.016
,,00005.571360,B6_44,0.067
,,00005.572720,B6_14,0.017
,,00005.574880,B6_44,0.026
,,00005.578400,B6_14,0.035
,,00005.578720,C4_21,0.012
,,00005.581920,C4_21,0.018
,,00005.586080,C4_21,0.017
,,00005.586800,C4_31,0.019
,,00005.588400,C4_21,0.018
,,00005.589280,C4_31,0.016
,,00005.593360,C4_21,0.015
,,00005.594800,C4_42,0.012
,,00005.596160,C4_21,0.023
,,00005.597520,A6_22,0.171
,,00005.599680,A6_21,0.033
,,00005.599920,A6_11,0.041
,,00005.601040,A6_22,0.17
,,00005.601440,A6_12,0.016
,,00005.602160,A6_21,0.109
,,00005.604080,A6_22,0.023
,,00005.604240,A6_12,0.032
,,00005.604480,A6_32,0.012
,,00005.605520,A6_42,0.015
,,00005.605600,A6_11,0.028
,,00005.606080,A6_21,0.103
,,00005.607360,A6_22,0.194
,,00005.608000,A6_12,0.017
,,00005.608320,A6_11,0.042
,,00005.609360,A6_21,0.038
,,00005.610000,A6_22,0.153
,,00005.610720,A6_11,0.014
,,00005.611680,C2_11,0.124
,,00005.612080,A6_21,0.25
,,00005.614160,A6_22,0.04
,,00005.614560,B4_43,0.029
,,00005.614720,A6_21,0.025
,,00005.615440,A6_11,0.014
,,00005.616000,A6_12,0.02
,,00005.616720,A6_42,0.019
,,00005.616960,A6_21,0.025
,,00005.617120,B4_44,0.023
,,00005.617200,B4_34,0.023
,,00005.617520,A6_22,0.028
,,00005.618320,B4_43,0.029
,,00005.618400,B4_33,0.019
,,00005.621680,A6_22,0.203
,,00005.623200,A6_11,0.036
,,00005.623280,A6_21,0.042
,,00005.624080,A6_22,0.017
,,00005.625920,B4_43,0.027
,,00005.648960,C4_21,0.016
,,00005.662240,C4_21,0.017
,,00005.710640,B6_14,0.032
,,00005.723680,B6_33,0.037
,,00005.726560,B6_34,0.19
,,00005.727840,B6_33,0.018
,,00005.728960,B6_34,0.319
,,00005.730480,B6_33,0.019
,,00005.731280,B6_34,0.01
,,00005.733520,B6_34,0.044
,,00005.735360,B6_14,0.095
,,00005.736800,B6_34,0.063
,,00005.737680,B6_14,0.008
,,00005.741600,D1_21,0.348
,,00005.741600,D1_31,0.049
,,00005.743200,B6_14,0.034
,,00005.743840,D1_21,0.033
,,00005.745040,D1_22,0.017
,,00005.745200,D1_24,0.025
,,00005.746160,D1_21,0.024
,,00005.746720,D1_31,0.022
,,00005.747440,D1_24,0.021
,,00005.748880,D1_21,0.009
,,00005.751600,D1_24,0.058
,,00005.752080,B6_33,0.032
,,00005.897200,B5_14,0.022
,,00005.904880,B1_33,0.021
,,00005.936560,B6_14,0.028
,,00005.939920,B6_43,0.024
,,00005.943840,B5_13,0.024
,,00005.945920,B6_33,0.086
,,00005.954640,B6_33,0.019
,,00005.956080,B6_44,0.06
,,00005.993360,B6_44,0.023
,,00005.996720,C2_11,0.128
,,00006.000160,C2_11,0.012
,,00006.005280,B6_44,0.075
,,00006.007840,B6_44,0.024
,,00006.027680,B6_14,0.378
,,00006.031520,B6_14,0.047
,,00006.038160,B6_14,0.029
,,00006.045520,B6_14,0.032
,,00006.100320,D4_14,0.019
,,00006.193520,B6_43,0.025
,,00006.195840,A2_13,0.018
,,00006.196480,B6_33,0.035
,,00006.197520,A2_12,0.012
,,00006.198960,A2_11,0.033
,,00006.199200,B6_33,0.109
,,00006.201840,B6_33,0.035
,,00006.269360,B3_44,0.093
,,00006.271440,B3_34,0.02
,,00006.271920,B3_43,0.036
,,00006.272800,B3_14,0.052
,,00006.273040,B3_24,0.049
,,00006.273760,B3_33,0.022
,,00006.273760,B3_44,0.016
,,00006.274240,B3_23,0.064
,,00006.274320,B3_42,0.036
,,00006.274320,B3_43,0.198
,,00006.274320,B6_14,0.033
,,00006.274480,B3_32,0.015
,,00006.274960,B3_34,0.026
,,00006.275840,B3_24,0.068
,,00006.276160,B3_44,0.035
,,00006.276320,B3_14,0.676
,,00006.276480,B3_23,0.046
,,00006.276560,B3_33,0.076
,,00006.277120,B3_42,0.198
,,00006.277440,B3_34,0.25
,,00006.277840,B3_43,0.187
,,00006.278000,B1_33,0.021
,,00006.278160,B3_24,0.028
,,00006.278240,B3_32,0.197
,,00006.278800,B3_44,0.029
,,00006.278960,B3_14,0.373
,,00006.278960,B3_33,0.137
,,00006.279440,B3_23,0.016
,,00006.280160,B3_22,0.056
,,00006.280160,B3_43,0.494
,,00006.280320,B3_34,0.034
,,00006.280480,B3_32,0.091
,,00006.280480,B3_42,0.316
,,00006.280560,B3_24,0.016
,,00006.280640,B3_21,0.071
,,00006.280720,B3_31,0.043
,,00006.281600,B3_44,0.033
,,00006.282080,B3_12,0.047
,,00006.282080,B3_41,0.01
,,00006.282320,B3_33,0.068
,,00006.282400,B3_23,0.022
,,00006.282400,B3_43,0.082
,,00006.282720,B3_22,0.045
,,00006.282800,B3_24,0.019
,,00006.282880,B3_11,0.028
,,00006.283040,B3_14,0.27
,,00006.283040,B3_21,0.041
,,00006.283040,B3_32,0.104
,,00006.283360,B3_34,0.037
,,00006.283520,B3_42,0.142
,,00006.284080,B3_44,0.018
,,00006.284560,B3_33,0.052
,,00006.284640,B3_23,0.02
,,00006.284800,B3_12,0.024
,,00006.285040,B3_24,0.023
,,00006.285280,B3_11,0.018
,,00006.285520,B3_21,0.058
,,00006.285600,B3_22,0.019
,,00006.285760,B3_34,0.03
,,00006.285840,B3_31,0.211
,,00006.286080,B3_14,0.232
,,00006.286320,B3_43,0.169
,,00006.286480,B3_32,0.068
,,00006.286960,B3_33,0.076
,,00006.287120,B3_42,0.221
,,00006.287280,B3_12,0.047
,,00006.287680,B3_11,0.015
,,00006.287840,B3_21,0.058
,,00006.288160,B3_34,0.026
,,00006.288560,B3_43,0.067
,,00006.288960,B3_31,0.036
,,00006.289040,B3_22,0.019
,,00006.289040,B3_44,0.016
,,00006.289120,B3_32,0.065
,,00006.289440,B3_42,0.07
,,00006.289520,B3_23,0.016
,,00006.289680,B3_33,0.028
,,00006.290000,B3_12,0.039
,,00006.290080,B3_14,0.186
,,00006.290480,B3_21,0.014
,,00006.290800,B3_34,0.025
,,00006.290800,B3_43,0.073
,,00006.291280,B3_22,0.016
,,00006.291280,B3_31,0.039
,,00006.291760,B3_24,0.015
,,00006.291920,B3_32,0.078
,,00006.292240,B3_12,0.014
,,00006.292320,B3_33,0.038
,,00006.292560,B3_42,0.109
,,00006.292640,B3_14,0.037
,,00006.293120,B3_21,0.029
,,00006.293120,B3_43,0.275
,,00006.293840,B3_31,0.026
,,00006.294160,B3_34,0.017
,,00006.294240,B3_32,0.052
,,00006.294480,B3_12,0.02
,,00006.294960,B3_44,0.014
,,00006.295360,B3_43,0.053
,,00006.295440,B3_42,0.044
,,00006.295600,B3_14,0.128
,,00006.295920,B3_21,0.019
,,00006.296160,B3_33,0.022
,,00006.296480,B3_31,0.058
,,00006.296960,B3_12,0.029
,,00006.297280,B3_34,0.022
,,00006.297680,B3_32,0.041
,,00006.297680,B3_43,0.077
,,00006.298080,B3_14,0.014
,,00006.298320,B3_42,0.173
,,00006.298720,B6_14,0.097
,,00006.298880,B3_44,0.017
,,00006.299120,B3_24,0.013
,,00006.299280,B3_33,0.013
,,00006.299360,B3_21,0.013
,,00006.299600,B3_12,0.015
,,00006.299680,B3_23,0.012
,,00006.299920,B3_43,0.082
,,00006.300000,B3_31,0.051
,,00006.300160,B3_32,0.023
,,00006.300800,B3_14,0.025
,,00006.301040,B6_14,0.011
,,00006.301120,B3_34,0.017
,,00006.301120,B3_42,0.034
,,00006.302160,B3_33,0.061
,,00006.302560,B3_31,0.037
,,00006.302800,B3_32,0.036
,,00006.303360,B3_42,0.026
,,00006.303360,B3_43,0.052
,,00006.303520,B3_14,0.025
,,00006.304960,B3_21,0.017
,,00006.305200,B3_12,0.024
,,00006.305280,B3_32,0.013
,,00006.305760,B3_43,0.033
,,00006.306240,B3_42,0.214
,,00006.306400,B3_14,0.029
,,00006.306800,B3_11,0.012
,,00006.307120,B3_31,0.041
,,00006.307120,B3_33,0.021
,,00006.307120,B3_44,0.022
,,00006.308000,B3_32,0.019
,,00006.309120,B3_43,0.025
,,00006.309200,B3_42,0.067
,,00006.309280,B3_12,0.022
,,00006.309680,B3_31,0.029
,,00006.310400,B3_34,0.02
,,00006.310960,B3_32,0.017
,,00006.311040,B3_44,0.013
,,00006.311520,B3_42,0.038
,,00006.311840,B3_43,0.024
,,00006.312080,B3_14,0.017
,,00006.312800,B3_31,0.016
,,00006.313200,B3_32,0.019
,,00006.314240,B3_43,0.025
,,00006.314960,B3_42,0.014
,,00006.315040,B3_44,0.019
,,00006.315680,B3_31,0.018
,,00006.317360,B3_12,0.017
,,00006.317680,B3_43,0.024
,,00006.319120,B3_32,0.019
,,00006.319760,B3_34,0.018
,,00006.320000,B3_12,0.029
,,00006.320240,B3_44,0.015
,,00006.320720,B3_43,0.021
,,00006.321040,B3_31,0.017
,,00006.321440,B3_11,0.013
,,00006.323600,B3_21,0.017
,,00006.325200,B3_42,0.016
,,00006.326320,B3_32,0.02
,,00006.327200,B3_12,0.016
,,00006.327200,B3_43,0.024
,,00006.328640,A2_33,0.023
,,00006.329520,A2_43,0.024
,,00006.329520,B3_43,0.018
,,00006.330000,A2_44,0.053
,,00006.330000,B3_12,0.026
,,00006.330400,A2_34,0.068
,,00006.330880,B3_14,0.019
,,00006.330960,B3_31,0.013
,,00006.331360,A2_33,0.031
,,00006.332160,A2_42,0.015
,,00006.332800,A2_34,0.1
,,00006.333440,B3_43,0.016
,,00006.333760,A2_32,0.031
,,00006.334400,A2_21,0.024
,,00006.334640,A2_13,0.012
,,00006.335360,B3_14,0.026
,,00006.335440,A2_33,0.051
,,00006.335600,A2_14,0.017
,,00006.335680,A2_34,0.039
,,00006.336240,A2_32,0.015
,,00006.336640,A2_11,0.017
,,00006.336960,A2_21,0.04
,,00006.337360,B3_31,0.022
,,00006.337760,A2_33,0.025
,,00006.337920,A2_34,0.022
,,00006.338000,A2_14,0.033
,,00006.338480,A2_44,0.011
,,00006.339280,A2_21,0.01
,,00006.340080,A2_13,0.014
,,00006.340640,A2_11,0.017
,,00006.340640,A2_33,0.032
,,00006.340880,A2_14,0.036
,,00006.341040,A2_34,0.013
,,00006.342880,A2_13,0.028
,,00006.343040,A2_21,0.015
,,00006.343120,A2_14,0.015
,,00006.345120,A2_13,0.016
,,00006.345600,A2_14,0.016
,,00006.346880,A2_32,0.02
,,00006.348000,B3_42,0.014
,,00006.348480,A2_24,0.015
,,00006.349120,A2_34,0.018
,,00006.349200,B3_43,0.016
,,00006.354240,B3_31,0.013
,,00006.357360,B6_43,0.024
,,00006.359760,A2_21,0.02
,,00006.362080,B6_33,0.038
,,00006.367760,B6_44,0.098
,,00006.369040,B6_33,0.016
,,00006.369200,C2_11,0.126
,,00006.370560,B6_14,0.026
,,00006.374320,A2_34,0.014
,,00006.385440,B6_14,0.019
,,00006.409120,B6_44,0.026
,,00006.453520,B6_33,0.017
,,00006.455760,B4_43,0.036
,,00006.456640,B4_34,0.102
,,00006.457120,B4_44,0.014
,,00006.457680,B4_21,0.013
,,00006.458080,B4_43,0.034
,,00006.458640,B4_33,0.013
,,00006.459920,B4_34,0.024
,,00006.460400,B4_24,0.08
,,00006.460400,B4_43,0.036
,,00006.460400,B4_44,0.013
,,00006.461280,B4_42,0.035
,,00006.461920,B4_33,0.013
,,00006.462640,B4_43,0.078
,,00006.462640,B4_44,0.016
,,00006.462720,B4_34,0.028
,,00006.463040,B4_24,0.043
,,00006.463280,B4_32,0.012
,,00006.463680,B4_42,0.022
,,00006.464160,B4_33,0.071
,,00006.464720,D1_33,0.016
,,00006.465200,B4_43,0.042
,,00006.466480,B4_33,0.013
,,00006.467840,B4_24,0.017
,,00006.469040,B4_43,0.02
,,00006.472080,B4_43,0.026
,,00006.486640,B6_44,0.079
,,00006.489200,B6_44,0.013
,,00006.493680,B6_44,0.017
,,00006.505600,B6_44,0.053
,,00006.509280,B6_44,0.028
,,00006.535600,B6_14,0.035
,,00006.545920,B6_33,0.118
,,00006.573440,B6_14,0.381
,,00006.575760,B6_14,0.086
,,00006.578000,B6_14,0.033
,,00006.636400,B5_13,0.023
,,00006.655040,B6_33,0.037
,,00006.657760,B6_34,0.134
,,00006.659200,B6_33,0.015
,,00006.660080,B6_34,0.124
,,00006.662880,B6_34,0.016
,,00006.667120,B6_34,0.008
,,00006.671200,B6_34,0.077
,,00006.675680,B6_33,0.035
,,00006.761200,C2_11,0.125
,,00006.788800,B6_14,0.035
,,00006.847280,B1_33,0.023
,,00006.862080,B6_43,0.024
,,00006.866080,B6_33,0.033
,,00006.869840,B6_33,0.105
,,00006.890240,B6_14,0.032
,,00006.899840,B6_14,0.365
,,00006.903360,B6_14,0.033
,,00006.951360,B6_44,0.014
,,00007.062240,B6_44,0.075
,,00007.064720,B6_44,0.012
,,00007.068800,B6_44,0.02
,,00007.075840,B6_14,0.025
,,00007.081040,B6_44,0.043
,,00007.085040,B6_44,0.025
,,00007.114240,B6_33,0.037
,,00007.128160,C2_11,0.125
,,00007.170400,D1_22,0.012
,,00007.189920,B1_42,0.014
,,00007.203360,D1_21,0.361
,,00007.203440,D1_31,0.054
,,00007.205600,D1_21,0.015
,,00007.208640,D1_21,0.011
,,00007.211440,B6_14,0.365
,,00007.213680,B6_14,0.082
,,00007.217200,B6_14,0.036
,,00007.243440,B6_14,0.032
,,00007.246080,B6_33,0.099
,,00007.248800,B6_34,0.271
,,00007.251200,B6_33,0.026
,,00007.252160,B6_34,0.03
,,00007.253760,B6_33,0.037
,,00007.255440,B6_34,0.011
,,00007.257760,B6_34,0.052
,,00007.260000,B6_34,0.013
,,00007.327280,B6_43,0.025
,,00007.331360,B6_33,0.036
,,00007.339120,B6_33,0.017
,,00007.396480,B6_14,0.035
,,00007.448640,B6_14,0.034
,,00007.455120,B5_14,0.022
,,00007.491040,B6_14,0.038
,,00007.491360,B6_44,0.018
,,00007.510240,C2_11,0.129
,,00007.518400,B6_44,0.025
,,00007.557360,B6_14,0.034
,,00007.579760,B6_33,0.053
,,00007.582560,B6_34,0.099
,,00007.584960,B6_33,0.019
,,00007.586480,B6_34,0.022
,,00007.587200,B6_33,0.022
,,00007.589760,B6_44,0.019
,,00007.592160,B6_34,0.046
,,00007.601840,B6_14,0.04
,,00007.603600,A2_11,0.03
,,00007.605040,A2_13,0.022
,,00007.607360,A2_13,0.01
,,00007.611600,B6_14,0.031
,,00007.690400,B6_14,0.088
,,00007.695360,B4_43,0.027
,,00007.730560,A3_12,0.012
,,00007.730800,A3_11,0.022
,,00007.733040,A3_11,0.011
,,00007.736000,A3_14,0.046
,,00007.736960,A3_24,0.012
,,00007.738800,A3_14,0.03
,,00007.740080,A3_34,0.022
,,00007.741760,A3_14,0.025
,,00007.742640,A3_24,0.023
,,00007.743360,A3_13,0.121
,,00007.743360,A3_22,0.02
,,00007.743440,A3_44,0.029
,,00007.743760,A3_43,0.049
,,00007.744480,A3_14,0.025
,,00007.744720,A3_34,0.011
,,00007.746000,A3_13,0.042
,,00007.746080,A3_24,0.023
,,00007.747360,A3_34,0.017
,,00007.748560,A3_43,0.056
,,00007.749280,A3_23,0.013
,,00007.749360,A3_14,0.018
,,00007.749360,A3_32,0.014
,,00007.750240,A3_13,0.11
,,00007.750400,A3_24,0.029
,,00007.750560,A3_12,0.014
,,00007.750960,A3_34,0.013
,,00007.751040,A3_44,0.025
,,00007.751840,A3_22,0.022
,,00007.752400,A3_14,0.02
,,00007.752800,A3_43,0.03
,,00007.752880,A3_13,0.016
,,00007.753440,A3_23,0.013
,,00007.753680,A3_34,0.024
,,00007.753920,A3_24,0.027
,,00007.754880,A3_14,0.02
,,00007.755280,A3_13,0.113
,,00007.756240,A3_24,0.074
,,00007.756320,A3_34,0.025
,,00007.756400,A3_12,0.015
,,00007.756720,A3_43,0.033
,,00007.758160,A3_41,0.009
,,00007.758400,A3_14,0.019
,,00007.758560,A3_44,0.044
,,00007.759680,A3_24,0.022
,,00007.759920,A3_13,0.17
,,00007.759920,A3_43,0.019
,,00007.760480,A3_34,0.022
,,00007.760720,A3_23,0.015
,,00007.761040,A3_44,0.03
,,00007.761840,A3_14,0.027
,,00007.762000,A3_24,0.094
,,00007.762320,A3_13,0.103
,,00007.762720,A3_43,0.03
,,00007.763040,A3_34,0.026
,,00007.763920,A3_44,0.025
,,00007.764080,A3_14,0.033
,,00007.764160,A3_31,0.01
,,00007.764560,A3_24,0.028
,,00007.764720,A3_23,0.015
,,00007.764960,A3_13,0.067
,,00007.765440,A3_43,0.018
,,00007.765600,A3_34,0.04
,,00007.766320,A3_14,0.044
,,00007.766560,A3_44,0.079
,,00007.766880,A3_41,0.013
,,00007.767040,A3_23,0.024
,,00007.767200,A3_13,0.209
,,00007.767440,A3_24,0.114
,,00007.767920,A3_32,0.026
,,00007.767920,A3_43,0.021
,,00007.768240,A3_34,0.04
,,00007.768880,A3_14,0.057
,,00007.769280,A3_23,0.011
,,00007.769600,A3_12,0.017
,,00007.769600,A3_13,0.165
,,00007.769840,A3_44,0.057
,,00007.769920,A3_41,0.021
,,00007.770080,A3_24,0.077
,,00007.770480,A3_43,0.056
,,00007.770640,A3_32,0.039
,,00007.770960,A3_34,0.022
,,00007.771120,A3_14,0.041
,,00007.771280,A3_22,0.053
,,00007.771680,A3_23,0.031
,,00007.772080,A3_12,0.017
,,00007.772160,A3_13,0.103
,,00007.772400,A3_31,0.019
,,00007.772560,A3_41,0.016
,,00007.772880,A3_24,0.166
,,00007.772960,A3_32,0.037
,,00007.773200,A3_43,0.025
,,00007.773280,A3_44,0.071
,,00007.773520,A3_22,0.073
,,00007.773600,A3_34,0.02
,,00007.773680,A3_14,0.023
,,00007.774080,A3_21,0.024
,,00007.774560,A3_13,0.095
,,00007.774720,A3_12,0.06
,,00007.775200,A3_11,0.029
,,00007.775280,A3_41,0.009
,,00007.775440,A3_32,0.021
,,00007.775440,B6_33,0.016
,,00007.775600,A3_24,0.083
,,00007.776000,A3_14,0.045
,,00007.776000,A3_31,0.025
